Hanzi,Level,WritingLevel,Traditional,Freq,Examples
耗,6,,耗,5,消耗 耗 耗费 耗时 能耗
狠,6,,狠,2,狠 凶狠
横,6,,橫,4,横 横七竖八 横向 纵横交错
衡,6,,衡,5,衡量 平衡 均衡 抗衡 权衡
宏,6,,宏,3,宏大 宏观 宏伟
洪,6,,洪,2,洪水 洪亮
壶,6,,壺,2,壶 水壶
幻,6,,幻,7,幻想 变幻莫测 幻觉 幻影 科幻
患,6,,患,5,患者 患 患病 患有 隐患
皇,6,3,皇,5,皇帝 皇宫 皇后 皇上 皇室
辉,6,,輝,2,光辉 辉煌
毁,6,,毀/燬,6,毁 摧毁 毁坏 毁灭 烧毁
绘,6,,繪,3,绘画 绘声绘色 描绘
慧,6,,慧,1,智慧
昏,6,,昏,3,昏 黄昏 昏迷
混,6,,混,6,混 混合 混乱 混凝土 混淆
吉,6,3,吉,5,吉利 吉祥 吉普 吉他 吉祥物
疾,6,,疾,3,残疾 残疾人 疾病
佳,6,,佳,2,最佳 佳节
嘉,6,,嘉,2,嘉宾 嘉年华
尖,6,2,尖,4,尖 顶尖 尖端 尖锐
监,6,,監,9,监测 监督 总监 监察 监管
捡,6,,撿,1,捡
剑,6,,劍,2,剑 刻舟求剑
舰,6,,艦,1,军舰
践,6,,踐,1,实践
鉴,6,,鑑/鑒,5,鉴定 借鉴 鉴别 鉴赏 鉴于
箭,6,,箭,2,火箭 箭
酱,6,,醬,3,果酱 酱 酱油
骄,6,,驕,1,骄傲
焦,6,,焦,6,焦点 焦 焦急 焦距 焦虑
揭,6,,揭,5,揭 揭发 揭露 揭示 揭晓
杰,6,,傑,1,杰出
洁,6,,潔,7,清洁 清洁工 纯洁 简洁 洁净
截,6,,截,4,截止 截至 截 截然不同
井,6,,井,1,井
径,6,,徑,4,田径 途径 口径 直径
纠,6,,糾,3,纠纷 纠正 纠缠
捐,6,,捐,6,捐 捐款 捐赠 捐助 捐献
菌,6,,菌,1,细菌
刊,6,,刊,3,报刊 刊登 刊物
抗,6,,抗,8,抵抗 对抗 反抗 抗议 抗衡
扣,6,,扣,8,扣 回扣 扣除 扣留 扣人心弦
酷,6,,酷,5,残酷 酷 酷似 冷酷 冷酷无情
跨,6,,跨,3,跨 跨国 跨越
阔,6,,闊,6,广阔 宽阔 阔 开阔 阔绰
啦,6,,啦,2,啦 啦啦队
赖,6,,賴,4,赖 依赖 耍赖 信赖
栏,6,,欄,4,栏目 栏 栏杆 专栏
懒,6,,懶,4,懒 懒得 懒惰 偷懒
牢,6,,牢,5,牢 牢固 牢记 牢牢 亡羊补牢
梁,6,,梁,3,桥梁 栋梁 脊梁
谅,6,,諒,3,原谅 谅解 体谅
裂,6,,裂,6,分裂 裂 断裂 裂缝 裂痕
灵,6,,靈,13,灵活 心灵 机灵 灵 灵感
炉,6,,爐,3,微波炉 炉灶 炉子
露,6,,露,12,暴露 露 透露 风餐露宿 揭露
略,6,,略,9,策略 忽略 战略 粗略 领略
嘛,6,,嘛,1,嘛
埋,6,,埋,5,埋 埋藏 埋伏 埋没 埋怨
麦,6,3,麥,1,小麦
馒,6,,饅,1,馒头
盲,6,,盲,3,盲人 盲目 文盲
梅,6,,梅,1,梅花
蒙,6,,蒙,2,蒙 启蒙
盟,6,,盟,4,加盟 联盟 盟友 同盟
猛,6,,猛,4,猛 猛烈 猛然 凶猛
棉,6,,棉,2,棉 棉花
妙,6,,妙,7,妙 奇妙 巧妙 精妙 美妙
灭,6,2,滅,7,灭 消灭 毁灭 歼灭 灭绝
膜,6,,膜,1,膜
磨,6,,磨,7,磨 打磨 磨合 磨难 磨损
墨,6,,墨,2,墨水 墨
谋,6,,謀,6,阴谋 参谋 谋害 谋求 谋生
墓,6,,墓,6,墓 坟墓 公墓 墓碑 墓地
纳,6,,納,11,采纳 归纳 交纳 缴纳 接纳
泥,6,,泥,4,泥 水泥 泥潭 泥土
扭,6,,扭,5,扭 别扭 扭曲 扭头 扭转
怒,6,,怒,4,发怒 愤怒 恼羞成怒 喜怒哀乐
诺,6,,諾,2,承诺 诺言
盼,6,3,盼,4,盼望 盼 期盼 左顾右盼
泡,6,,泡,5,泡 灯泡 浸泡 泡沫 气泡
炮,6,,炮/砲,3,炮 鞭炮 马后炮
偏,6,,偏,8,偏 偏差 偏方 偏见 偏僻
贫,6,,貧,3,贫困 贫富 贫穷
聘,6,,聘,6,聘请 招聘 聘 聘任 聘用
屏,6,,屏,1,屏幕
坡,6,,坡,2,坡 山坡
扑,6,,撲,4,扑 红扑扑 扑克 扑面而来
铺,6,,鋪,3,铺 卧铺 铺路
欺,6,,欺,3,欺负 欺骗 欺诈
旗,6,,旗,4,国旗 锦旗 旗袍 旗帜
恰,6,,恰,7,恰当 恰好 恰恰 恰到好处 恰恰相反
迁,6,,遷,6,拆迁 搬迁 变迁 迁 迁就
牵,6,,牽,6,牵 牵扯 牵挂 牵涉 牵头
铅,6,,鉛,2,铅笔 铅
谦,6,,謙,2,谦虚 谦逊
潜,6,,潛,6,潜力 潜能 潜水 潜艇 潜移默化
歉,6,,歉,3,抱歉 道歉 歉意
茄,6,,茄,2,番茄 茄子
侵,6,,侵,6,侵犯 侵害 侵略 侵权 侵占
倾,6,,傾,6,倾向 倾家荡产 倾诉 倾听 倾销
渠,6,,渠,1,渠道
券,6,,券,2,券 入场券
融,6,,融,6,金融 融合 融入 融 融化
乳,6,,乳,1,乳制品
若,6,,若,3,若 若干 倘若
塞,6,,塞,2,塞 堵塞
丧,6,,喪,4,丧失 垂头丧气 沮丧 丧生
勺,6,2,勺,1,勺
舌,6,2,舌,2,舌头 七嘴八舌
涉,6,,涉,5,干涉 涉及 交涉 牵涉 涉嫌
审,6,,審,9,审查 评审 审 审定 审核
牲,6,,牲,2,牺牲 牲畜
圣,6,3,聖,3,圣诞节 神圣 圣贤
盛,6,,盛,10,昌盛 盛行 盛 丰盛 茂盛
薯,6,,薯,3,薯片 薯条 红薯
爽,6,3,爽,3,爽 凉爽 爽快
税,6,,稅,6,税 关税 纳税 纳税人 税收
寺,6,3,寺,4,寺 清真寺 少林寺 寺庙
苏,6,,甦,2,复苏 苏醒
素,6,3,素,14,素质 维生素 要素 因素 元素
塔,6,,塔,2,塔 金字塔
踏,6,,踏,3,踏实 踏 踏上
叹,6,,嘆,5,叹气 感叹 惊叹 赞叹 赞叹不已
探,6,,探,10,探索 探讨 勘探 试探 探
趟,6,,趟,1,趟
掏,6,,掏,2,掏 掏钱
踢,6,,踢,1,踢
添,6,,添,4,添 画蛇添足 添加 增添
田,6,2,田,2,田 田径
铜,6,,銅,2,铜牌 铜
徒,6,,徒,3,徒弟 歹徒 徒步
吞,6,,吞,1,吞
拖,6,,拖,5,拖 拖鞋 拖累 拖欠 拖延
挖,6,,挖,3,挖 挖掘 挖苦
娃,6,,娃,1,娃娃
哇,6,,哇,1,哇
湾,6,,灣,1,海湾
顽,6,,頑,3,顽皮 顽强 顽固
亡,6,3,亡,5,伤亡 死亡 灭亡 逃亡 亡羊补牢
旺,6,,旺,4,兴旺 旺 旺季 旺盛
威,6,,威,8,威胁 权威 示威 威风 威力
乌,6,,烏,1,乌云
伍,6,,伍,1,队伍
悟,6,,悟,4,觉悟 恍然大悟 领悟 醒悟
牺,6,,犧,1,牺牲
嫌,6,,嫌,4,嫌 涉嫌 嫌弃 嫌疑
陷,6,,陷,4,缺陷 陷入 陷 陷阱
祥,6,,祥,4,吉祥 慈祥 吉祥物 祥和
晓,6,,曉,3,晓得 家喻户晓 揭晓
胁,6,,脅,1,威胁
谐,6,,諧,1,和谐
械,6,,械,2,机械 器械
薪,6,,薪,2,薪水 年薪
凶,6,3,凶/兇,6,凶 凶手 凶残 凶恶 凶狠
袖,6,,袖,3,领袖 袖珍 袖手旁观
绪,6,,緒,1,情绪
悬,6,,懸,5,悬 悬挂 悬念 悬殊 悬崖
旋,6,,旋,4,旋转 旋律 旋涡 周旋
循,6,,循,3,循环 循序渐进 遵循
讯,6,,訊,3,通讯 电讯 资讯
炎,6,3,炎,3,发炎 炎热 炎症
沿,6,,沿,7,沿 沿海 沿着 前沿 沿岸
宴,6,,宴,1,宴会
洋,6,,洋,6,海洋 洋 出洋相 汪洋 喜洋洋
仰,6,,仰,5,信仰 仰 久仰 前仰后合 瞻仰
氧,6,,氧,3,氧气 二氧化碳 氧
耀,6,,耀,4,照耀 夸耀 炫耀 耀眼
野,6,,野,10,野 野生 视野 野餐 野炊
液,6,,液,5,血液 输液 唾液 液晶 液体
仪,6,,儀,4,仪器 仪式 礼仪 仪表
异,6,,異,14,差异 异常 变异 诧异 大同小异
隐,6,,隱,10,隐藏 隐私 隐蔽 隐患 隐瞒
忧,6,,憂,6,担忧 后顾之忧 无忧无虑 忧愁 忧虑
娱,6,,娛,2,文娱 娱乐
愉,6,3,愉,1,愉快
予,6,,予,5,给予 不予 赋予 授予 予以
宇,6,,宇,2,宇航员 宇宙
欲,6,,慾/欲,4,食欲 随心所欲 摇摇欲坠 欲望
誉,6,,譽,5,名誉 沽名钓誉 荣誉 声誉 信誉
援,6,,援,4,救援 援助 支援 外援
缘,6,,緣,7,边缘 缘故 绝缘 人缘儿 无缘
跃,6,,躍,4,活跃 飞跃 跳跃 踊跃
晕,6,3,暈,4,晕 晕车 头晕 晕倒
允,6,,允,1,允许
遭,6,,遭,4,遭到 遭受 遭遇 遭殃
扎,6,,扎/紮,5,扎 扎实 包扎 扎根 挣扎
炸,6,,炸,5,爆炸 炸 炸弹 炸药 轰炸
宅,6,,宅,1,住宅
债,6,,債,2,债 债务
账,6,,賬,5,账 账户 算账 账单 账号
障,6,,障,3,故障 障碍 保障
哲,6,,哲,1,哲学
镇,6,,鎮,3,城镇 镇 镇定
症,6,,症/癥,7,症状 癌症 病症 后遗症 炎症
枝,6,,枝,2,枝 树枝
殖,6,,殖,2,繁殖 养殖
忠,6,,忠,5,忠心 忠诚 忠实 忠于 忠贞
肿,6,,腫,2,肿 肿瘤
粥,6,,粥,2,粥 一锅粥
诸,6,,諸,3,诸位 诸多 诸如此类
煮,6,,煮,1,煮
驻,6,,駐,1,驻
柱,6,,柱,2,柱子 支柱
赚,6,,賺,2,赚 赚钱
庄,6,3,莊,4,村庄 庄稼 庄严 庄园
壮,6,,壯,9,强壮 壮观 健壮 理直气壮 壮
捉,6,,捉,3,捉 捕捉 捉迷藏
咨,6,,咨,1,咨询
宗,6,,宗,6,宗教 大宗 正宗 宗 宗旨
纵,6,,縱,7,操纵 放纵 纵观 纵横交错 纵然
奏,6,,奏,5,节奏 演奏 奏 伴奏 奏效
祖,6,,祖,7,祖父 祖国 祖母 祖传 祖籍
钻,6,,鑽,4,钻 钻空子 钻研 钻石
罪,6,,罪,6,犯罪 罪 罪恶 得罪 罪犯
哎,7-9,,哎,2,哎 哎呀
哀,7-9,,哀,3,哀求 悲哀 喜怒哀乐
癌,7-9,,癌,2,癌 癌症
蔼,7-9,,藹,1,和蔼
艾,7-9,,艾,1,艾滋病
唉,7-9,,唉,1,唉
隘,7-9,,隘,1,狭隘
昂,7-9,,昂,2,昂贵 高昂
凹,7-9,,凹,1,凹
熬,7-9,,熬,2,熬 熬夜
奥,7-9,,奧,3,奥秘 奥运会 深奥
澳,7-9,,,0,
扒,7-9,,扒,1,扒
叭,7-9,,叭,1,喇叭
芭,7-9,,芭,1,芭蕾
靶,7-9,,靶,1,靶子
坝,7-9,,壩,2,坝 堤坝
霸,7-9,,霸,1,霸占
掰,7-9,,掰,1,掰
柏,7-9,,柏,1,柏树
扳,7-9,,扳,1,扳
颁,7-9,,頒,3,颁布 颁发 颁奖
斑,7-9,,斑,1,斑点
拌,7-9,,拌,2,拌 搅拌
瓣,7-9,,瓣,1,花瓣
邦,7-9,,邦,1,联邦
绑,7-9,,綁,3,绑 绑架 松绑
谤,7-9,,謗,1,诽谤
磅,7-9,,磅,1,磅
镑,7-9,,鎊,1,英镑
煲,7-9,,煲,1,煲
堡,7-9,,堡,1,堡垒
豹,7-9,,豹,1,豹
曝,7-9,,曝,1,曝光
卑,7-9,,卑,2,卑鄙 自卑
碑,7-9,,碑,5,碑 纪念碑 口碑 里程碑 墓碑
狈,7-9,,狽,1,狼狈
惫,7-9,,憊,2,疲惫 疲惫不堪
崩,7-9,,崩,1,崩溃
绷,7-9,,繃,2,绷 绷带
蹦,7-9,,蹦,1,蹦
鄙,7-9,,鄙,2,卑鄙 鄙视
毙,7-9,,斃,1,枪毙
痹,7-9,,痺,1,麻痹
碧,7-9,,碧,1,碧绿
蔽,7-9,,蔽,1,隐蔽
弊,7-9,,弊,3,弊病 弊端 作弊
臂,7-9,,臂,1,手臂
鞭,7-9,,鞭,2,鞭策 鞭炮
贬,7-9,,貶,1,贬值
辨,7-9,,辨,3,辨别 辨认 分辨
辫,7-9,,辮,1,辫子
飙,7-9,,飆,1,飙升
憋,7-9,,憋,1,憋
彬,7-9,,彬,1,彬彬有礼
滨,7-9,,濱,2,滨海 海滨
缤,7-9,,繽,1,缤纷
丙,7-9,,丙,1,丙
秉,7-9,,秉,1,秉承
柄,7-9,,柄,1,把柄
剥,7-9,,剝,3,剥 剥夺 剥削
伯,7-9,,伯,4,阿拉伯语 伯伯 伯父 伯母
驳,7-9,,駁,2,驳回 反驳
泊,7-9,,泊,2,湖泊 停泊
勃,7-9,,勃,2,蓬勃 朝气蓬勃
舶,7-9,,舶,1,船舶
脖,7-9,,脖,1,脖子
搏,7-9,,搏,3,搏斗 脉搏 拼搏
膊,7-9,,膊,1,胳膊
卜,7-9,,蔔/卜,2,萝卜 占卜
哺,7-9,,哺,1,哺育
怖,7-9,,怖,1,恐怖
睬,7-9,,睬,1,理睬
惭,7-9,,慚,1,惭愧
灿,7-9,,燦,1,灿烂
苍,7-9,,蒼,1,苍蝇
沧,7-9,,滄,1,沧桑
舱,7-9,,艙,2,舱 机舱
糙,7-9,,糙,1,粗糙
曹,7-9,,,0,
槽,7-9,,槽,3,槽 水槽 跳槽
蹭,7-9,,蹭,1,蹭
岔,7-9,,岔,1,打岔
刹,7-9,,剎,2,刹车 一刹那
诧,7-9,,詫,2,诧异 惊诧
掺,7-9,,摻,1,掺
搀,7-9,,攙,1,搀
馋,7-9,,饞,1,馋
禅,7-9,,禪,1,禅杖
缠,7-9,,纏,2,缠 纠缠
铲,7-9,,剷/鏟,2,铲 铲子
阐,7-9,,闡,1,阐述
颤,7-9,,顫,1,颤抖
猖,7-9,,猖,1,猖狂
嫦,7-9,,嫦,1,嫦娥
敞,7-9,,敞,2,敞开 宽敞
钞,7-9,,鈔,1,钞票
巢,7-9,,巢,1,鸟巢
嘲,7-9,,嘲,2,嘲弄 嘲笑
扯,7-9,,扯,2,扯 牵扯
臣,7-9,,臣,2,大臣 功臣
尘,7-9,,塵,1,灰尘
辰,7-9,,辰,1,诞辰
陈,7-9,,陳,4,陈旧 陈列 陈述 新陈代谢
趁,7-9,,趁,4,趁 趁机 趁早 趁着
呈,7-9,,呈,2,呈现 辞呈
惩,7-9,,懲,2,惩处 惩罚
澄,7-9,,澄,1,澄清
橙,7-9,,橙,1,橙汁
逞,7-9,,逞,2,逞能 逞强
秤,7-9,,秤,1,秤
痴,7-9,,痴/癡,4,痴呆 痴迷 痴心 如醉如痴
弛,7-9,,弛,1,松弛
驰,7-9,,馳,1,驰名
齿,7-9,,齒,1,牙齿
侈,7-9,,侈,1,奢侈
耻,7-9,,恥,4,不耻下问 耻辱 耻笑 可耻
斥,7-9,,斥,1,排斥
赤,7-9,,赤,2,赤字 面红耳赤
翅,7-9,,翅,1,翅膀
仇,7-9,,仇,4,报仇 仇 仇恨 仇人
绸,7-9,,綢,1,丝绸
畴,7-9,,疇,1,范畴
酬,7-9,,酬,2,报酬 应酬
稠,7-9,,稠,2,稠 稠密
筹,7-9,,籌,9,筹 筹办 筹备 筹措 筹划
瞅,7-9,,瞅,1,瞅
橱,7-9,,櫥,1,书橱
畜,7-9,,畜,1,牲畜
揣,7-9,,揣,3,揣 揣测 揣摩
踹,7-9,,踹,1,踹
川,7-9,,川,2,川流不息 山川
喘,7-9,,喘,2,喘 喘息
炊,7-9,,炊,1,野炊
垂,7-9,,垂,2,垂 垂头丧气
捶,7-9,,捶,1,捶
锤,7-9,,錘,1,锤子
唇,7-9,,唇,1,嘴唇
醇,7-9,,醇,1,醇厚
蠢,7-9,,蠢,2,蠢 愚蠢
戳,7-9,,戳,1,戳
绰,7-9,,綽,2,绰号 阔绰
瓷,7-9,,瓷,3,瓷 瓷器 陶瓷
慈,7-9,,慈,3,慈善 慈祥 仁慈
磁,7-9,,磁,3,磁带 磁卡 磁盘
赐,7-9,,賜,3,赐 赐教 恩赐
匆,7-9,,匆,2,匆匆 匆忙
囱,7-9,,囪,1,烟囱
葱,7-9,,蔥,1,葱
丛,7-9,,叢,1,丛林
凑,7-9,,湊,4,凑 凑合 凑巧 紧凑
簇,7-9,,簇,1,簇拥
窜,7-9,,竄,1,窜
催,7-9,,催,3,催 催促 催眠
摧,7-9,,摧,1,摧毁
粹,7-9,,粹,1,纯粹
翠,7-9,,翠,1,翠绿
搓,7-9,,搓,1,搓
磋,7-9,,磋,1,磋商
挫,7-9,,挫,2,挫折 抑扬顿挫
歹,7-9,,歹,2,歹徒 好歹
逮,7-9,,逮,2,逮 逮捕
怠,7-9,,怠,2,怠工 怠慢
丹,7-9,,丹,1,牡丹
耽,7-9,,耽,2,耽搁 耽误
荡,7-9,,盪/蕩,5,荡漾 动荡 晃荡 空荡荡 倾家荡产
叨,7-9,,叨,2,唠叨 絮叨
捣,7-9,,搗,1,捣乱
祷,7-9,,禱,1,祈祷
悼,7-9,,悼,2,悼念 追悼会
稻,7-9,,稻,2,稻草 水稻
蹬,7-9,,蹬,1,蹬
邓,7-9,,,0,
凳,7-9,,凳,1,凳子
瞪,7-9,,瞪,2,瞪 目瞪口呆
堤,7-9,,堤,2,堤 堤坝
迪,7-9,,迪,1,启迪
涤,7-9,,滌,1,洗涤剂
笛,7-9,,笛,1,笛子
蒂,7-9,,蒂,1,根深蒂固
缔,7-9,,締,1,取缔
颠,7-9,,顛,2,颠倒 颠覆
巅,7-9,,巔,1,巅峰
甸,7-9,,甸,1,沉甸甸
垫,7-9,,墊,3,垫 垫底 垫子
淀,7-9,,澱,3,沉淀 淀粉 积淀
惦,7-9,,惦,1,惦记
奠,7-9,,奠,2,奠定 祭奠
殿,7-9,,殿,2,殿堂 宫殿
刁,7-9,,刁,1,刁难
叼,7-9,,叼,1,叼
雕,7-9,,雕,3,雕 雕刻 雕塑
钓,7-9,,釣,2,钓鱼 沽名钓誉
爹,7-9,,爹,1,爹
迭,7-9,,迭,1,迭起
谍,7-9,,諜,1,间谍
叠,7-9,,疊,3,重叠 叠 折叠
碟,7-9,,碟,1,光碟
丁,7-9,,丁,1,丁
叮,7-9,,叮,1,叮嘱
盯,7-9,,盯,1,盯
鼎,7-9,,鼎,1,大名鼎鼎
钉,7-9,,釘,3,钉子 钉 碰钉子
董,7-9,,董,4,董事 董事会 董事长 古董
栋,7-9,,棟,2,栋 栋梁
兜,7-9,,兜,3,兜 兜儿 兜售
抖,7-9,,抖,3,颤抖 抖 发抖
陡,7-9,,陡,1,陡
逗,7-9,,逗,1,逗
睹,7-9,,睹,2,耳闻目睹 目睹
杜,7-9,,杜,1,杜绝
妒,7-9,,妒,2,妒忌 嫉妒
兑,7-9,,兌,2,兑换 兑现
敦,7-9,,敦,2,敦促 敦厚
盹,7-9,,盹,1,打盹儿
炖,7-9,,燉,1,炖
哆,7-9,,哆,1,哆嗦
舵,7-9,,舵,1,舵手
堕,7-9,,墮,1,堕落
惰,7-9,,惰,1,懒惰
讹,7-9,,訛,1,讹诈
俄,7-9,,俄,1,俄语
娥,7-9,,娥,1,嫦娥
鹅,7-9,,鵝,2,鹅 天鹅
厄,7-9,,厄,1,厄运
遏,7-9,,遏,1,遏制
鳄,7-9,,鱷,1,鳄鱼
饵,7-9,,餌,1,诱饵
伐,7-9,,伐,1,步伐
阀,7-9,,閥,1,阀门
帆,7-9,,帆/颿,3,帆 帆船 一帆风顺
贩,7-9,,販,3,贩卖 商贩 小贩
芳,7-9,,芳,1,芬芳
妨,7-9,,妨,3,不妨 妨碍 妨害
肪,7-9,,肪,1,脂肪
纺,7-9,,紡,1,纺织
绯,7-9,,緋,1,绯闻
匪,7-9,,匪,1,土匪
诽,7-9,,誹,1,诽谤
沸,7-9,,沸,2,沸沸扬扬 沸腾
芬,7-9,,芬,1,芬芳
吩,7-9,,吩,1,吩咐
坟,7-9,,墳,2,坟 坟墓
焚,7-9,,焚,2,焚烧 心急如焚
粪,7-9,,糞,2,粪 粪便
蜂,7-9,,蜂,2,蜂蜜 蜜蜂
冯,7-9,,,0,
逢,7-9,,逢,3,逢 每逢 萍水相逢
缝,7-9,,縫,3,缝 缝合 裂缝
讽,7-9,,諷,1,讽刺
凤,7-9,,鳳,1,凤凰
孵,7-9,,孵,1,孵化
敷,7-9,,敷,1,敷
伏,7-9,,伏,3,此起彼伏 埋伏 起伏
俘,7-9,,俘,2,俘获 俘虏
袱,7-9,,袱,1,包袱
辐,7-9,,輻,1,辐射
抚,7-9,,撫,5,安抚 抚摸 抚恤 抚养 抚养费
斧,7-9,,斧,1,斧子
俯,7-9,,俯,1,俯首
咐,7-9,,咐,2,吩咐 嘱咐
赴,7-9,,赴,5,奔赴 赴 赶赴 前赴后继 全力以赴
赋,7-9,,賦,2,赋予 天赋
腹,7-9,,腹,2,腹部 腹泻
缚,7-9,,縛,1,束缚
覆,7-9,,覆,4,颠覆 翻来覆去 翻天覆地 覆盖
尬,7-9,,尬,1,尴尬
丐,7-9,,丐,1,乞丐
钙,7-9,,鈣,1,钙
溉,7-9,,溉,1,灌溉
甘,7-9,,甘,1,甘心
竿,7-9,,竿,1,竹竿
尴,7-9,,尷,1,尴尬
冈,7-9,,岡,1,山冈
缸,7-9,,缸,1,缸
杠,7-9,,槓,1,杠铃
膏,7-9,,膏,1,牙膏
戈,7-9,,戈,2,干戈 戈壁
胳,7-9,,胳,1,胳膊
鸽,7-9,,鴿,1,鸽子
搁,7-9,,擱,4,耽搁 搁 搁浅 搁置
割,7-9,,割,4,分割 割 切割 任人宰割
阁,7-9,,閣,1,内阁
耕,7-9,,耕,1,耕地
耿,7-9,,耿,1,耿直
弓,7-9,,弓,1,弓
恭,7-9,,恭,2,恭维 恭喜
躬,7-9,,躬,1,鞠躬
拱,7-9,,拱,1,拱
勾,7-9,,勾,3,勾 勾画 勾结
钩,7-9,,鉤,3,钩 钩子 挂钩
沽,7-9,,沽,1,沽名钓誉
菇,7-9,,菇,1,蘑菇
辜,7-9,,辜,2,辜负 无辜
雇,7-9,,雇/僱,5,雇 雇佣 雇员 雇主 解雇
寡,7-9,,寡,2,孤陋寡闻 寡妇
卦,7-9,,卦,1,八卦
乖,7-9,,乖,2,乖 乖巧
棺,7-9,,棺,1,棺材
灌,7-9,,灌,3,灌 灌溉 灌输
罐,7-9,,罐,3,罐 罐头 易拉罐
龟,7-9,,龜,1,龟
闺,7-9,,閨,1,闺女
瑰,7-9,,瑰,2,瑰宝 玫瑰
桂,7-9,,桂,1,桂花
棍,7-9,,棍,3,冰棍儿 棍 棍子
郭,7-9,,,0,
骇,7-9,,駭,1,骇人听闻
酣,7-9,,酣,2,酣畅 酣睡
函,7-9,,函,2,公函 函授
涵,7-9,,涵,4,涵盖 涵义 内涵 蕴涵
韩,7-9,,,0,
罕,7-9,,罕,2,罕见 稀罕
旱,7-9,,旱,3,干旱 旱 旱灾
捍,7-9,,捍,1,捍卫
焊,7-9,,焊,1,焊
撼,7-9,,撼,1,震撼
杭,7-9,,,0,
浩,7-9,,浩,1,浩劫
呵,7-9,,呵,1,呵护
禾,7-9,,禾,1,禾苗
阂,7-9,,閡,1,隔阂
荷,7-9,,荷,1,荷花
赫,7-9,,赫,2,赫然 显赫
鹤,7-9,,鶴,2,鹤立鸡群 仙鹤
嘿,7-9,,嘿,1,嘿
痕,7-9,,痕,3,痕迹 裂痕 伤痕
哼,7-9,,哼,1,哼
恒,7-9,,恆,2,持之以恒 永恒
轰,7-9,,轟,3,轰 轰动 轰炸
哄,7-9,,哄/鬨,2,哄 哄堂大笑
烘,7-9,,烘,3,烘干 烘托 暖烘烘
弘,7-9,,弘,1,弘扬
虹,7-9,,虹,1,彩虹
喉,7-9,,喉,2,喉咙 咽喉
吼,7-9,,吼,1,吼
弧,7-9,,弧,1,括弧
唬,7-9,,唬,1,吓唬
沪,7-9,,,0,
哗,7-9,,嘩/譁,3,哗变 哗然 喧哗
猾,7-9,,猾,1,狡猾
徊,7-9,,徊,1,徘徊
淮,7-9,,,0,
槐,7-9,,槐,1,槐树
唤,7-9,,喚,4,呼风唤雨 呼唤 唤起 使唤
焕,7-9,,煥,2,焕发 容光焕发
痪,7-9,,瘓,1,瘫痪
荒,7-9,,荒,4,荒 荒诞 荒凉 荒谬
凰,7-9,,凰,1,凤凰
煌,7-9,,煌,1,辉煌
恍,7-9,,恍,1,恍然大悟
晃,7-9,,晃,4,晃 晃荡 摇晃 一晃
谎,7-9,,謊,4,谎话 谎言 撒谎 说谎
徽,7-9,,徽,1,国徽
卉,7-9,,卉,1,花卉
讳,7-9,,諱,1,忌讳
贿,7-9,,賄,2,贿赂 受贿
秽,7-9,,穢,1,污秽
浑,7-9,,渾,1,浑身
魂,7-9,,魂,2,魂 灵魂
豁,7-9,,豁,3,豁 豁出去 豁达
祸,7-9,,禍,3,车祸 祸害 罪魁祸首
惑,7-9,,惑,5,困惑 迷惑 迷惑不解 疑惑 诱惑
霍,7-9,,霍,1,霍乱
讥,7-9,,譏,1,讥笑
饥,7-9,,飢,2,饥饿 忍饥挨饿
缉,7-9,,緝,1,通缉
畸,7-9,,畸,1,畸形
稽,7-9,,稽,1,滑稽
棘,7-9,,棘,2,棘手 荆棘
嫉,7-9,,嫉,1,嫉妒
脊,7-9,,脊,1,脊梁
忌,7-9,,忌,5,妒忌 忌 忌讳 忌口 禁忌
剂,7-9,,劑,3,剂 洗涤剂 兴奋剂
迹,7-9,,蹟/跡,8,古迹 轨迹 痕迹 迹象 奇迹
祭,7-9,,祭,3,祭 祭奠 祭祀
寂,7-9,,寂,2,寂静 寂寞
颊,7-9,,頰,1,脸颊
贾,7-9,,賈,1,商贾
嫁,7-9,,嫁,2,嫁 嫁妆
稼,7-9,,稼,1,庄稼
奸,7-9,,奸,1,奸诈
歼,7-9,,殲,1,歼灭
兼,7-9,,兼,5,兼 兼顾 兼任 兼容 兼职
煎,7-9,,煎,1,煎
拣,7-9,,揀,1,拣
柬,7-9,,柬,1,请柬
俭,7-9,,儉,2,节俭 勤工俭学
荐,7-9,,薦,1,推荐
贱,7-9,,賤,1,贱
溅,7-9,,濺,1,溅
姜,7-9,,薑,1,姜
浆,7-9,,漿,1,豆浆
僵,7-9,,僵,3,僵 僵化 僵局
疆,7-9,,疆,1,边疆
桨,7-9,,槳,1,船桨
匠,7-9,,匠,2,别具匠心 木匠
浇,7-9,,澆,1,浇
娇,7-9,,嬌,2,娇惯 娇气
椒,7-9,,椒,1,辣椒
跤,7-9,,跤,1,摔跤
礁,7-9,,礁,1,礁石
嚼,7-9,,嚼,1,嚼
狡,7-9,,狡,1,狡猾
绞,7-9,,絞,1,绞
矫,7-9,,矯,1,矫正
搅,7-9,,攪,3,打搅 搅 搅拌
缴,7-9,,繳,3,缴 缴费 缴纳
轿,7-9,,轎,1,轿车
酵,7-9,,酵,1,发酵
皆,7-9,,皆,2,比比皆是 皆
劫,7-9,,劫,4,浩劫 劫 劫持 抢劫
捷,7-9,,捷,3,便捷 快捷 敏捷
竭,7-9,,竭,4,竭尽全力 竭力 精疲力竭 衰竭
诫,7-9,,誡,1,告诫
津,7-9,,津,2,津津有味 津贴
