ID,Simplified,Traditional,Pinyin,POS,Level,WebNo,WebPinyin,OCR,Variants,CEDICT
L7-3822,属性,屬性,shǔxìng,N,7-9,7477,shǔxìng,属性,,屬性|属性[shu3 xing4]
L7-3823,曙光,曙光,shǔguāng,N,7-9,7484,shǔguāng,曙光,,曙光|曙光[shu3 guang1]
L7-3824,束缚,束縛,shùfù,V,7-9,7486,shùfù,束缚,,束縛|束缚[shu4 fu4]
L7-3825,树立,樹立,shùlì,V,7-9,7488,shùlì,树立,,樹立|树立[shu4 li4]
L7-3826,树木,樹木,shùmù,N,7-9,7490,shùmù,树木,,樹木|树木[shu4 mu4]
L7-3827,树梢,樹梢,shùshāo,N,7-9,7491,shùshāo,树梢,,樹梢|树梢[shu4 shao1]
L7-3828,树荫,樹蔭,shùyīn,N,7-9,7493,shùyīn,树荫,,樹蔭|树荫[shu4 yin1]
L7-3829,树枝,樹枝,shùzhī,N,7-9,7494,shùzhī,树枝,,樹枝|树枝[shu4 zhi1]
L7-3830,竖,豎,shù,V/Adj,7-9,7495,shù,竖,,豎|竖[shu4]
L7-3831,数额,數額,shù'é,N,7-9,7496,shù'é,数额,,數額|数额[shu4 e2]
L7-3832,数据库,數據庫,shùjùkù,N,7-9,7498,shùjùkù,数据库,,數據庫|数据库[shu4 ju4 ku4]
L7-3833,刷新,刷新,shuāxīn,V,7-9,7504,shuāxīn,刷新,,刷新|刷新[shua1 xin1]
L7-3834,耍,耍,shuǎ,V,7-9,7507,shuǎ,耍,,耍|耍[shua3]
L7-3835,耍赖,耍賴,shuǎlài,V,7-9,7508,shuǎlài,耍赖,,耍賴|耍赖[shua3 lai4]
L7-3836,衰减,衰減,shuāijiǎn,V,7-9,7509,shuāijiǎn,衰减,,衰減|衰减[shuai1 jian3]
L7-3837,衰竭,衰竭,shuāijié,V,7-9,7510,shuāijié,衰竭,,衰竭|衰竭[shuai1 jie2]
L7-3838,衰老,衰老,shuāilǎo,Adj,7-9,7511,shuāilǎo,衰老,,衰老|衰老[shuai1 lao3]
L7-3839,衰弱,衰弱,shuāiruò,Adj,7-9,7512,shuāiruò,衰弱,,衰弱|衰弱[shuai1 ruo4]
L7-3840,衰退,衰退,shuāituì,V,7-9,7513,shuāituì,衰退,,衰退|衰退[shuai1 tui4]
L7-3841,摔跤,摔跤,shuāijiāo,,7-9,7516,shuāi∥jiāo,摔跤,,摔跤|摔跤[shuai1 jiao1]
L7-3842,甩,甩,shuǎi,V,7-9,7517,shuǎi,甩,,甩|甩[shuai3]
L7-3843,率,率,shuài,V,7-9,7520,shuài,率,,率|率[shuai4]
L7-3844,拴,拴,shuān,V,7-9,7523,shuān,拴,,拴|拴[shuan1]
L7-3845,涮,涮,shuàn,V,7-9,7524,shuàn,涮,,涮|涮[shuan4]
L7-3846,双胞胎,雙胞胎,shuāngbāotāi,N,7-9,7526,shuāngbāotāi,双胞胎,,雙胞胎|双胞胎[shuang1 bao1 tai1]
L7-3847,双边,雙邊,shuāngbiān,Adj,7-9,7527,shuāngbiān,双边,,雙邊|双边[shuang1 bian1]
L7-3848,双重,雙重,shuāngchóng,Adj,7-9,7528,shuāngchóng,双重,,雙重|双重[shuang1 chong2]
L7-3849,双向,雙向,shuāngxiàng,Adj,7-9,7532,shuāngxiàng,双向,,雙向|双向[shuang1 xiang4]
L7-3850,双赢,雙贏,shuāngyíng,V,7-9,7533,shuāngyíng,双赢,,雙贏|双赢[shuang1 ying2]
L7-3851,霜,霜,shuāng,N,7-9,7534,shuāng,霜,,霜|霜[shuang1]
L7-3852,爽快,爽快,shuǎngkuai,Adj,7-9,7536,shuǎngkuai,爽快,,爽快|爽快[shuang3 kuai5]
L7-3853,水槽,水槽,shuǐcáo,N,7-9,7538,shuǐcáo,水槽,,水槽|水槽[shui3 cao2]
L7-3854,水稻,水稻,shuǐdào,N,7-9,7540,shuǐdào,水稻,,水稻|水稻[shui3 dao4]
L7-3855,水管,水管,shuǐguǎn,N,7-9,7542,shuǐguǎn,水管,,水管|水管[shui3 guan3]
L7-3856,水壶,水壺,shuǐhú,N,7-9,7544,shuǐhú,水壶,,水壺|水壶[shui3 hu2]
L7-3857,水货,水貨,shuǐhuò,N,7-9,7545,shuǐhuò,水货,,水貨|水货[shui3 huo4]
L7-3858,水晶,水晶,shuǐjīng,N,7-9,7546,shuǐjīng,水晶,,水晶|水晶[shui3 jing1]
L7-3859,水利,水利,shuǐlì,N,7-9,7548,shuǐlì,水利,,水利|水利[shui3 li4]
L7-3860,水灵灵,水靈靈,shuǐlínglíng,Adj,7-9,7549,shuǐlínglíng,水灵灵,,水靈靈|水灵灵[shui3 ling2 ling2]
L7-3861,水龙头,水龍頭,shuǐlóngtóu,N,7-9,7550,shuǐlóngtóu,水龙头,,水龍頭|水龙头[shui3 long2 tou2]
L7-3862,水落石出,水落石出,shuǐluò-shíchū,,7-9,7551,shuǐluò-shíchū,水落石出,,水落石出|水落石出[shui3 luo4 shi2 chu1]
L7-3863,水面,水面,shuǐmiàn,N,7-9,7552,shuǐmiàn,水面,,水面|水面[shui3 mian4]
L7-3864,水手,水手,shuǐshǒu,N,7-9,7555,shuǐshǒu,水手,,水手|水手[shui3 shou3]
L7-3865,水温,水溫,shuǐwēn,N,7-9,7556,shuǐwēn,水温,,水溫|水温[shui3 wen1]
L7-3866,水域,水域,shuǐyù,N,7-9,7557,shuǐyù,水域,,水域|水域[shui3 yu4]
L7-3867,水源,水源,shuǐyuán,N,7-9,7558,shuǐyuán,水源,,水源|水源[shui3 yuan2]
L7-3868,水涨船高,水漲船高,shuǐzhǎng-chuángāo,,7-9,7560,shuǐzhǎng-chuángāo,水涨船高,,水漲船高|水涨船高[shui3 zhang3 chuan2 gao1]
L7-3869,水准,水準,shuǐzhǔn,N,7-9,7561,shuǐzhǔn,水准,,水準|水准[shui3 zhun3]
L7-3870,税收,稅收,shuìshōu,N,7-9,7563,shuìshōu,税收,,稅收|税收[shui4 shou1]
L7-3871,税务,稅務,shuìwù,N,7-9,7564,shuìwù,税务,,稅務|税务[shui4 wu4]
L7-3872,睡袋,睡袋,shuìdài,N,7-9,7566,shuìdài,睡袋,,睡袋|睡袋[shui4 dai4]
L7-3873,顺便,順便,shùnbiàn,Adv,7-9,7571,shùnbiàn,顺便,,順便|顺便[shun4 bian4]
L7-3874,顺差,順差,shùnchā,N,7-9,7572,shùnchā,顺差,,順差|顺差[shun4 cha1]
L7-3875,顺畅,順暢,shùnchàng,Adj,7-9,7573,shùnchàng,顺畅,,順暢|顺畅[shun4 chang4]
L7-3876,顺从,順從,shùncóng,V,7-9,7574,shùncóng,顺从,,順從|顺从[shun4 cong2]
L7-3877,顺理成章,順理成章,shùnlǐ-chéngzhāng,,7-9,7575,shùnlǐ-chéngzhāng,顺理成章,,順理成章|顺理成章[shun4 li3 cheng2 zhang1]
L7-3878,顺路,順路,shùnlù,Adj/Adv,7-9,7577,shùnlù,顺路,,順路|顺路[shun4 lu4]
L7-3879,顺其自然,順其自然,shùnqízìrán,,7-9,7578,shùnqízìrán,顺其自然,,順其自然|顺其自然[shun4 qi2 zi4 ran2]
L7-3880,顺势,順勢,shùnshì,Adv,7-9,7579,shùnshì,顺势,,順勢|顺势[shun4 shi4]
L7-3881,顺手,順手,shùnshǒu,Adj/Adv,7-9,7580,shùnshǒu,顺手,,順手|顺手[shun4 shou3]
L7-3882,顺心,順心,shùnxīn,,7-9,7581,shùn∥xīn,顺心,,順心|顺心[shun4 xin1]
L7-3883,顺应,順應,shùnyìng,V,7-9,7583,shùnyìng,顺应,,順應|顺应[shun4 ying4]
L7-3884,顺着,順著,shùnzhe,,7-9,7584,shùnzhe,顺着,,順著|顺着[shun4 zhe5]
L7-3885,瞬间,瞬間,shùnjiān,N,7-9,7585,shùnjiān,瞬间,,瞬間|瞬间[shun4 jian1]
L7-3886,说白了,說白了,shuōbáile,,7-9,7587,shuōbáile,说白了,,說白了|说白了[shuo1 bai2 le5]
L7-3887,说不上,說不上,shuōbushàng,V,7-9,7589,shuōbushàng,说不上,,說不上|说不上[shuo1 bu5 shang4]
L7-3888,说到底,說到底,shuōdàodǐ,,7-9,7590,shuōdàodǐ,说到底,,說到底|说到底[shuo1 dao4 di3]
L7-3889,说道,說道,shuōdao,V/N,7-9,7591,shuōdao,说道,,說道|说道[shuo1 dao5]
L7-3890,说干就干,說幹就幹,shuō gàn jiù gàn,,7-9,7594,shuō gàn jiù gàn,说干就干,,說幹就幹|说干就干[shuo1 gan4 jiu4 gan4]
L7-3891,说谎,說謊,shuōhuǎng,,7-9,7596,shuō∥huǎng,说谎,,說謊|说谎[shuo1 huang3]
L7-3892,说老实话,說老實話,shuō lǎoshi huà,,7-9,7597,shuō lǎoshi huà,说老实话,,說老實話|说老实话[shuo1 lao3 shi5 hua4]
L7-3893,说起来,說起來,shuō qǐlái,,7-9,7600,shuō ·qǐ·lái,说起来,,
L7-3894,说情,說情,shuōqíng,,7-9,7601,shuō∥qíng,说情,,說情|说情[shuo1 qing2]
L7-3895,说闲话,說閒話,shuō xiánhuà,,7-9,7603,shuō xiánhuà,说闲话,,說閒話|说闲话[shuo1 xian2 hua4]
L7-3896,说真的,說真的,shuō zhēnde,,7-9,7604,shuō zhēnde,说真的,,說真的|说真的[shuo1 zhen1 de5]
L7-3897,硕果,碩果,shuòguǒ,N,7-9,7605,shuòguǒ,硕果,,碩果|硕果[shuo4 guo3]
L7-3898,司法,司法,sīfǎ,V,7-9,7607,sīfǎ,司法,,司法|司法[si1 fa3]
L7-3899,司空见惯,司空見慣,sīkōng-jiànguàn,,7-9,7609,sīkōng-jiànguàn,司空见惯,,司空見慣|司空见惯[si1 kong1 jian4 guan4]
L7-3900,司令,司令,sīlìng,N,7-9,7610,sīlìng,司令,,司令|司令[si1 ling4]
L7-3901,丝,絲,sī,N,7-9,7612,sī,丝,,絲|丝[si1]
L7-3902,丝绸,絲綢,sīchóu,N,7-9,7613,sīchóu,丝绸,,絲綢|丝绸[si1 chou2]
L7-3903,丝毫,絲毫,sīháo,Adj,7-9,7614,sīháo,丝毫,,絲毫|丝毫[si1 hao2]
L7-3904,私房钱,私房錢,sīfángqián,N,7-9,7615,sī·fángqián,私房钱,,私房錢|私房钱[si1 fang2 qian2]
L7-3905,私家车,私家車,sījiāchē,N,7-9,7616,sījiāchē,私家车,,私家車|私家车[si1 jia1 che1]
L7-3906,私立,私立,sīlì,V/Adj,7-9,7617,sīlì,私立,,私立|私立[si1 li4]
L7-3907,私事,私事,sīshì,N,7-9,7619,sīshì,私事,,私事|私事[si1 shi4]
L7-3908,私下,私下,sīxià,N/Adv,7-9,7620,sīxià,私下,,私下|私下[si1 xia4]
L7-3909,私营,私營,sīyíng,Adj,7-9,7621,sīyíng,私营,,私營|私营[si1 ying2]
L7-3910,私有,私有,sīyǒu,V,7-9,7622,sīyǒu,私有,,私有|私有[si1 you3]
L7-3911,私自,私自,sīzì,Adv,7-9,7623,sīzì,私自,,私自|私自[si1 zi4]
L7-3912,思路,思路,sīlù,N,7-9,7625,sīlù,思路,,思路|思路[si1 lu4]
L7-3913,思念,思念,sīniàn,V,7-9,7626,sīniàn,思念,,思念|思念[si1 nian4]
L7-3914,思前想后,思前想後,sīqián-xiǎnghòu,,7-9,7627,sīqián-xiǎnghòu,思前想后,,思前想後|思前想后[si1 qian2 xiang3 hou4]
L7-3915,思索,思索,sīsuǒ,V,7-9,7628,sīsuǒ,思索,,思索|思索[si1 suo3]
L7-3916,撕,撕,sī,V,7-9,7631,sī,撕,,撕|撕[si1]
L7-3917,死心,死心,sǐxīn,,7-9,7634,sǐ∥xīn,死心,,死心|死心[si3 xin1]
L7-3918,死心塌地,死心塌地,sǐxīn-tādì,,7-9,7635,sǐxīn-tādì,死心塌地,,死心塌地|死心塌地[si3 xin1 ta1 di4]
L7-3919,四合院,四合院,sìhéyuàn,N,7-9,7638,sìhéyuàn,四合院,,四合院|四合院[si4 he2 yuan4]
L7-3920,四季,四季,sìjì,N,7-9,7639,sìjì,四季,,四季|四季[si4 ji4]
L7-3921,四面八方,四面八方,sìmiàn-bāfāng,,7-9,7640,sìmiàn-bāfāng,四面八方,,四面八方|四面八方[si4 mian4 ba1 fang1]
L7-3922,寺庙,寺廟,sìmiào,N,7-9,7643,sìmiào,寺庙,,寺廟|寺庙[si4 miao4]
L7-3923,似曾相识,似曾相識,sìcéng-xiāngshí,,7-9,7644,sìcéng-xiāngshí,似曾相识,,似曾相識|似曾相识[si4 ceng2 xiang1 shi2]
L7-3924,似是而非,似是而非,sìshì-érfēi,,7-9,7646,sìshì-érfēi,似是而非,,似是而非|似是而非[si4 shi4 er2 fei1]
L7-3925,伺机,伺機,sìjī,V,7-9,7647,sìjī,伺机,,伺機|伺机[si4 ji1]
L7-3926,饲料,飼料,sìliào,N,7-9,7648,sìliào,饲料,,飼料|饲料[si4 liao4]
L7-3927,饲养,飼養,sìyǎng,V,7-9,7649,sìyǎng,饲养,,飼養|饲养[si4 yang3]
L7-3928,松绑,鬆綁,sōngbǎng,,7-9,7651,sōng∥bǎng,松绑,,鬆綁|松绑[song1 bang3]
L7-3929,松弛,鬆弛,sōngchí,Adj,7-9,7652,sōngchí,松弛,,鬆弛|松弛[song1 chi2]
L7-3930,耸立,聳立,sǒnglì,V,7-9,7654,sǒnglì,耸立,,聳立|耸立[song3 li4]
L7-3931,送别,送別,sòngbié,,7-9,7656,sòng∥bié,送别,,送別|送别[song4 bie2]
L7-3932,搜查,搜查,sōuchá,V,7-9,7662,sōuchá,搜查,,搜查|搜查[sou1 cha2]
L7-3933,搜集,搜集,sōují,V,7-9,7663,sōují,搜集,,搜集|搜集[sou1 ji2]
L7-3934,搜救,搜救,sōujiù,V,7-9,7664,sōujiù,搜救,,搜救|搜救[sou1 jiu4]
L7-3935,搜寻,搜尋,sōuxún,V,7-9,7666,sōuxún,搜寻,,搜尋|搜寻[sou1 xun2]
L7-3936,艘,艘,sōu,M,7-9,7667,sōu,艘,,艘|艘[sou1]
L7-3937,苏醒,甦醒,sūxǐng,V,7-9,7668,sūxǐng,苏醒,,甦醒|苏醒[su1 xing3]
L7-3938,酥,酥,sū,Adj,7-9,7669,sū,酥,,酥|酥[su1]
L7-3939,俗,俗,sú,Adj,7-9,7670,sú,俗,,俗|俗[su2]
L7-3940,俗话,俗話,súhuà,N,7-9,7671,súhuà,俗话,,俗話|俗话[su2 hua4]
L7-3941,俗话说,俗話說,súhuà shuō,,7-9,7672,súhuà shuō,俗话说,,俗話說|俗话说[su2 hua4 shuo1]
L7-3942,俗语,俗語,súyǔ,N,7-9,7673,súyǔ,俗语,,俗語|俗语[su2 yu3]
L7-3943,诉苦,訴苦,sùkǔ,,7-9,7674,sù∥kǔ,诉苦,,訴苦|诉苦[su4 ku3]
L7-3944,诉说,訴說,sùshuō,V,7-9,7675,sùshuō,诉说,,訴說|诉说[su4 shuo1]
L7-3945,诉讼,訴訟,sùsòng,V,7-9,7676,sùsòng,诉讼,,訴訟|诉讼[su4 song4]
L7-3946,素,素,sù,Adj/N,7-9,7677,sù,素,,素|素[su4]
L7-3947,素不相识,素不相識,sùbùxiāngshí,,7-9,7678,sùbùxiāngshí,素不相识,,素不相識|素不相识[su4 bu4 xiang1 shi2]
L7-3948,素材,素材,sùcái,N,7-9,7679,sùcái,素材,,素材|素材[su4 cai2]
L7-3949,素描,素描,sùmiáo,N,7-9,7680,sùmiáo,素描,,素描|素描[su4 miao2]
L7-3950,素食,素食,sùshí,N,7-9,7681,sùshí,素食,,素食|素食[su4 shi2]
L7-3951,素养,素養,sùyǎng,N,7-9,7682,sùyǎng,素养,,素養|素养[su4 yang3]
L7-3952,塑造,塑造,sùzào,V,7-9,7688,sùzào,塑造,,塑造|塑造[su4 zao4]
L7-3953,蒜,蒜,suàn,N,7-9,7692,suàn,蒜,,蒜|蒜[suan4]
L7-3954,算计,算計,suànjì,V,7-9,7694,suàn·jì,算计,,算計|算计[suan4 ji5]
L7-3955,算盘,算盤,suànpán,N,7-9,7696,suàn·pán,算盘,,算盤|算盘[suan4 pan2]
L7-3956,算账,算賬,suànzhàng,,7-9,7698,suàn∥zhàng,算账,,算賬|算账[suan4 zhang4]
L7-3957,虽说,雖說,suīshuō,Conj,7-9,7701,suīshuō,虽说,,雖說|虽说[sui1 shuo1]
L7-3958,随处可见,隨處可見,suíchù kě jiàn,,7-9,7704,suíchù kě jiàn,随处可见,,隨處可見|随处可见[sui2 chu4 ke3 jian4]
L7-3959,随大溜,隨大溜,suí dàliù,,7-9,7705,suí dàliù,随大溜,,隨大溜|随大溜[sui2 da4 liu4]
L7-3960,随机,隨機,suíjī,Adj,7-9,7707,suíjī,随机,,隨機|随机[sui2 ji1]
L7-3961,随即,隨即,suíjí,Adv,7-9,7708,suíjí,随即,,隨即|随即[sui2 ji2]
L7-3962,随身,隨身,suíshēn,Adj,7-9,7709,suíshēn,随身,,隨身|随身[sui2 shen1]
L7-3963,随时随地,隨時隨地,suíshí-suídì,,7-9,7711,suíshí-suídì,随时随地,,隨時隨地|随时随地[sui2 shi2 sui2 di4]
L7-3964,随心所欲,隨心所欲,suíxīnsuǒyù,,7-9,7713,suíxīnsuǒyù,随心所欲,,隨心所欲|随心所欲[sui2 xin1 suo3 yu4]
L7-3965,遂心,遂心,suìxīn,,7-9,7719,suì∥xīn,遂心,,遂心|遂心[sui4 xin1]
L7-3966,隧道,隧道,suìdào,N,7-9,7721,suìdào,隧道,,隧道|隧道[sui4 dao4]
L7-3967,损,損,sǔn,V,7-9,7724,sǔn,损,,損|损[sun3]
L7-3968,损坏,損壞,sǔnhuài,V,7-9,7726,sǔnhuài,损坏,,損壞|损坏[sun3 huai4]
L7-3969,损人利己,損人利己,sǔnrén-lìjǐ,,7-9,7727,sǔnrén-lìjǐ,损人利己,,損人利己|损人利己[sun3 ren2 li4 ji3]
L7-3970,损伤,損傷,sǔnshāng,V,7-9,7728,sǔnshāng,损伤,,損傷|损伤[sun3 shang1]
L7-3971,缩,縮,suō,V,7-9,7730,suō,缩,,縮|缩[suo1]
L7-3972,缩水,縮水,suōshuǐ,,7-9,7732,suō∥shuǐ,缩水,,縮水|缩水[suo1 shui3]
L7-3973,缩影,縮影,suōyǐng,N,7-9,7734,suōyǐng,缩影,,縮影|缩影[suo1 ying3]
L7-3974,所属,所屬,suǒshǔ,Adj,7-9,7737,suǒshǔ,所属,,所屬|所属[suo3 shu3]
L7-3975,所谓,所謂,suǒwèi,Adj,7-9,7738,suǒwèi,所谓,,所謂|所谓[suo3 wei4]
L7-3976,所作所为,所作所為,suǒzuò-suǒwéi,,7-9,7743,suǒzuò-suǒwéi,所作所为,,所作所為|所作所为[suo3 zuo4 suo3 wei2]
L7-3977,索赔,索賠,suǒpéi,V,7-9,7744,suǒpéi,索赔,,索賠|索赔[suo3 pei2]
L7-3978,索取,索取,suǒqǔ,V,7-9,7745,suǒqǔ,索取,,索取|索取[suo3 qu3]
L7-3979,索性,索性,suǒxìng,Adv,7-9,7746,suǒxìng,索性,,索性|索性[suo3 xing4]
L7-3980,锁定,鎖定,suǒdìng,V,7-9,7748,suǒdìng,锁定,,鎖定|锁定[suo3 ding4]
L7-3981,他人,他人,tārén,Pron,7-9,7751,tārén,他人,,他人|他人[ta1 ren2]
L7-3982,塌,塌,tā,V,7-9,7756,tā,塌,,塌|塌[ta1]
L7-3983,踏上,踏上,tàshang,,7-9,7760,tàshang,踏上,,踏上|踏上[ta4 shang4]
L7-3984,胎,胎,tāi,N/M,7-9,7761,tāi,胎,,胎|胎[tai1]
L7-3985,胎儿,胎兒,tāi'ér,N,7-9,7762,tāi'ér,胎儿,,胎兒|胎儿[tai1 er2]
L7-3986,台球,台球,táiqiú,N,7-9,7767,táiqiú,台球,,台球|台球[tai2 qiu2]
L7-3987,太极,太極,tàijí,N,7-9,7772,tàijí,太极,,太極|太极[Tai4 ji2]
L7-3988,太极拳,太極拳,tàijíquán,N,7-9,7773,tàijíquán,太极拳,,太極拳|太极拳[tai4 ji2 quan2]
L7-3989,太平,太平,tàipíng,Adj,7-9,7775,tàipíng,太平,,太平|太平[tai4 ping2]
L7-3990,泰斗,泰斗,tàidǒu,N,7-9,7780,tàidǒu,泰斗,,泰斗|泰斗[tai4 dou3]
L7-3991,贪,貪,tān,V,7-9,7781,tān,贪,,貪|贪[tan1]
L7-3992,贪婪,貪婪,tānlán,Adj,7-9,7782,tānlán,贪婪,,貪婪|贪婪[tan1 lan2]
L7-3993,贪玩儿,貪玩兒,tānwánr,V,7-9,7783,tānwánr,贪玩儿,,貪玩兒|贪玩儿[tan1 wan2 r5]
L7-3994,贪污,貪污,tānwū,V,7-9,7784,tānwū,贪污,,貪污|贪污[tan1 wu1]
L7-3995,摊,攤,tān,V/N/M,7-9,7785,tān,摊,,攤|摊[tan1]
L7-3996,瘫,癱,tān,V,7-9,7786,tān,瘫,,癱|瘫[tan1]
L7-3997,瘫痪,癱瘓,tānhuàn,V,7-9,7787,tānhuàn,瘫痪,,癱瘓|瘫痪[tan1 huan4]
L7-3998,坛,壇,tán,N,7-9,7788,tán,坛,,壇|坛[tan2]
L7-3999,谈不上,談不上,tán bu shàng,,7-9,7790,tán bu shàng,谈不上,,談不上|谈不上[tan2 bu5 shang4]
L7-4000,谈到,談到,tándào,,7-9,7791,tándào,谈到,,談到|谈到[tan2 dao4]
L7-4001,谈论,談論,tánlùn,V,7-9,7793,tánlùn,谈论,,談論|谈论[tan2 lun4]
L7-4002,谈起,談起,tánqǐ,,7-9,7795,tánqǐ,谈起,,談起|谈起[tan2 qi3]
L7-4003,弹性,彈性,tánxìng,N,7-9,7797,tánxìng,弹性,,彈性|弹性[tan2 xing4]
L7-4004,痰,痰,tán,N,7-9,7798,tán,痰,,痰|痰[tan2]
L7-4005,坦白,坦白,tǎnbái,Adj/V,7-9,7799,tǎnbái,坦白,,坦白|坦白[tan3 bai2]
L7-4006,坦诚,坦誠,tǎnchéng,Adj,7-9,7800,tǎnchéng,坦诚,,坦誠|坦诚[tan3 cheng2]
L7-4007,坦克,坦克,tǎnkè,N,7-9,7801,tǎnkè,坦克,,坦克|坦克[tan3 ke4]
L7-4008,坦然,坦然,tǎnrán,Adj,7-9,7802,tǎnrán,坦然,,坦然|坦然[tan3 ran2]
L7-4009,坦率,坦率,tǎnshuài,Adj,7-9,7803,tǎnshuài,坦率,,坦率|坦率[tan3 shuai4]
L7-4010,毯子,毯子,tǎnzi,N,7-9,7804,tǎnzi,毯子,,毯子|毯子[tan3 zi5]
L7-4011,炭,炭,tàn,N,7-9,7806,tàn,炭,,炭|炭[tan4]
L7-4012,探,探,tàn,V,7-9,7807,tàn,探,,探|探[tan4]
L7-4013,探测,探測,tàncè,V,7-9,7808,tàncè,探测,,探測|探测[tan4 ce4]
L7-4014,探亲,探親,tànqīn,,7-9,7809,tàn∥qīn,探亲,,探親|探亲[tan4 qin1]
L7-4015,探求,探求,tànqiú,V,7-9,7810,tànqiú,探求,,探求|探求[tan4 qiu2]
L7-4016,探望,探望,tànwàng,V,7-9,7813,tànwàng,探望,,探望|探望[tan4 wang4]
L7-4017,探险,探險,tànxiǎn,,7-9,7814,tàn∥xiǎn,探险,,探險|探险[tan4 xian3]
L7-4018,碳,碳,tàn,N,7-9,7815,tàn,碳,,碳|碳[tan4]
L7-4019,汤圆,湯圓,tāngyuán,N,7-9,7817,tāngyuán,汤圆,,湯圓|汤圆[tang1 yuan2]
L7-4020,堂,堂,táng,M,7-9,7818,táng,堂,,堂|堂[tang2]
L7-4021,糖果,糖果,tángguǒ,N,7-9,7820,tángguǒ,糖果,,糖果|糖果[tang2 guo3]
L7-4022,糖尿病,糖尿病,tángniàobìng,N,7-9,7821,tángniàobìng,糖尿病,,糖尿病|糖尿病[tang2 niao4 bing4]
L7-4023,倘若,倘若,tǎngruò,Conj,7-9,7822,tǎngruò,倘若,,倘若|倘若[tang3 ruo4]
L7-4024,淌,淌,tǎng,V,7-9,7823,tǎng,淌,,淌|淌[tang3]
L7-4025,烫,燙,tàng,V/Adj,7-9,7825,tàng,烫,,燙|烫[tang4]
L7-4026,掏钱,掏錢,tāo qián,,7-9,7828,tāo qián,掏钱,,掏錢|掏钱[tao1 qian2]
L7-4027,滔滔不绝,滔滔不絕,tāotāo-bùjué,,7-9,7829,tāotāo-bùjué,滔滔不绝,,滔滔不絕|滔滔不绝[tao1 tao1 bu4 jue2]
L7-4028,逃避,逃避,táobì,V,7-9,7831,táobì,逃避,,逃避|逃避[tao2 bi4]
L7-4029,逃生,逃生,táoshēng,V,7-9,7833,táoshēng,逃生,,逃生|逃生[tao2 sheng1]
L7-4030,逃亡,逃亡,táowáng,V,7-9,7834,táowáng,逃亡,,逃亡|逃亡[tao2 wang2]
L7-4031,陶瓷,陶瓷,táocí,N,7-9,7839,táocí,陶瓷,,陶瓷|陶瓷[tao2 ci2]
L7-4032,陶冶,陶冶,táoyě,V,7-9,7840,táoyě,陶冶,,陶冶|陶冶[tao2 ye3]
L7-4033,陶醉,陶醉,táozuì,V,7-9,7841,táozuì,陶醉,,陶醉|陶醉[tao2 zui4]
L7-4034,淘,淘,táo,V,7-9,7842,táo,淘,,淘|淘[tao2]
L7-4035,淘气,淘氣,táoqì,,7-9,7843,táo∥qì,淘气,,淘氣|淘气[tao2 qi4]
L7-4036,淘汰,淘汰,táotài,V,7-9,7844,táotài,淘汰,,淘汰|淘汰[tao2 tai4]
L7-4037,讨,討,tǎo,V,7-9,7845,tǎo,讨,,討|讨[tao3]
L7-4038,讨好,討好,tǎohǎo,,7-9,7846,tǎo∥hǎo,讨好,,討好|讨好[tao3 hao3]
L7-4039,讨价还价,討價還價,tǎojià-huánjià,,7-9,7847,tǎojià-huánjià,讨价还价,,討價還價|讨价还价[tao3 jia4 huan2 jia4]
L7-4040,讨人喜欢,討人喜歡,tǎo rén xǐhuan,,7-9,7849,tǎo rén xǐhuan,讨人喜欢,,討人喜歡|讨人喜欢[tao3 ren2 xi3 huan5]
L7-4041,特产,特產,tèchǎn,N,7-9,7855,tèchǎn,特产,,特產|特产[te4 chan3]
L7-4042,特长,特長,tècháng,N,7-9,7856,tècháng,特长,,特長|特长[te4 chang2]
L7-4043,特例,特例,tèlì,N,7-9,7863,tèlì,特例,,特例|特例[te4 li4]
L7-4044,特权,特權,tèquán,N,7-9,7864,tèquán,特权,,特權|特权[te4 quan2]
L7-4045,特邀,特邀,tèyāo,V,7-9,7868,tèyāo,特邀,,特邀|特邀[te4 yao1]
L7-4046,特制,特製,tèzhì,V,7-9,7872,tèzhì,特制,,特製|特制[te4 zhi4]
L7-4047,特质,特質,tèzhì,N,7-9,7873,tèzhì,特质,,特質|特质[te4 zhi4]
L7-4048,腾,騰,téng,V,7-9,7876,téng,腾,,騰|腾[teng2]
L7-4049,藤椅,藤椅,téngyǐ,N,7-9,7877,téngyǐ,藤椅,,藤椅|藤椅[teng2 yi3]
L7-4050,剔除,剔除,tīchú,V,7-9,7878,tīchú,剔除,,剔除|剔除[ti1 chu2]
L7-4051,梯子,梯子,tīzi,N,7-9,7879,tīzi,梯子,,梯子|梯子[ti1 zi5]
L7-4052,提拔,提拔,tíbá,V,7-9,7882,tíbá,提拔,,提拔|提拔[ti2 ba2]
L7-4053,提炼,提煉,tíliàn,V,7-9,7889,tíliàn,提炼,,提煉|提炼[ti2 lian4]
L7-4054,提名,提名,tímíng,,7-9,7890,tí∥míng,提名,,提名|提名[ti2 ming2]
L7-4055,提速,提速,tísù,,7-9,7895,tí∥sù,提速,,提速|提速[ti2 su4]
L7-4056,提心吊胆,提心吊膽,tíxīn-diàodǎn,,7-9,7897,tíxīn-diàodǎn,提心吊胆,,提心吊膽|提心吊胆[ti2 xin1 diao4 dan3]
